source,sentence,cause_start,cause_end,effect_start,effect_end
MedCaus," Mohammad Reza 's first major clash with Ayatollah Khomeini took place in 1962 , when the Shah changed the local laws to allow Iranian Jews , Christians , Zoroastrians , and Baha'i to take the oath of office for municipal councils using their holy books instead of the Koran . ''",1.0,112.0,170.0,268.0
MedCaus, This is significant since wildfire has been largely suppressed in the developed world over the past century .,27.0,108.0,1.0,20.0
MedCaus," As it moved throughout Europe in the late 16th century , the coach 's body structure was ultimately changed , from a round - top to the ' four - poster ' carriages that became standard by c. 1600 . ''",1.0,47.0,56.0,100.0
MedCaus," Kraft and sulfite -LRB- also called sulphite -RRB- refer to the type of pulping process used to remove the lignin bonding the original wood structure , thus freeing the fibers for use in paper and engineered wood products such as fiberboard .",97.0,150.0,158.0,222.0
MedCaus," The second principle , the retrieval structure principle states that experts develop memory mechanisms called retrieval structures to facilitate the retrieval of information stored in long term memory . ''",65.0,92.0,132.0,194.0
MedCaus, Clotworthy also stated how the concept art for the game usually used for the visual development of characters and locales in games was used by him in order to develop the personality of his character .,1.0,147.0,160.0,200.0
MedCaus," However , when this '' '' in limbo '' '' reality is designed to be in place '' '' until further notice ` Ä ¶ the state of exception thus ceases to be referred to as an external and provisional state of factual danger and comes to be confused with juridical rule itself '' '' . ''",83.0,105.0,108.0,230.0
MedCaus, IDIN enables the global community of changemakers to design and develop solutions using difference technologies to improve the lives of people living in poverty .,1.0,60.0,73.0,161.0
MedCaus," In 1966 , environmentalists forced a change to a vegetable - based dye to protect local wildlife . ''",72.0,88.0,60.0,67.0
MedCaus, These meteorites are thought to retain the composition of the protostellar Sun and are thus not affected by settling of heavy elements .,1.0,79.0,93.0,135.0
MedCaus," Coated paper has improved smoothness , hardness , whiteness and gloss and thus improves printing characteristics . ''",49.0,64.0,75.0,97.0
MedCaus," In 1832 , Dr. JJ Hjort conducted the first leprosy survey , thus establishing a basis for epidemiological surveys .",1.0,58.0,66.0,114.0
MedCaus, Some biology courses have incorporated exercises requiring students to rephrase such sentences so that they do not read teleologically .,1.0,95.0,104.0,135.0
MedCaus," In this scenario dissolved cocaine is soaked into a ball of cotton wool , which is placed in the nostril for the 10 ` Äì15 minutes immediately before the procedure , thus performing the dual role of both numbing the area to be cauterized , and vasoconstriction .",1.0,150.0,165.0,240.0
MedCaus, The third cleavage is equal and equatorial so that the embryo has four blastomeres both in the vegetal and the animal pole .,1.0,43.0,52.0,123.0
MedCaus," Humans and other great apes do not have this ability , thus gout is common . ''",1.0,45.0,56.0,68.0
MedCaus," Chris Metzen mentioned that Ritschel died some time during the development of the game , and thus Fred Tatasciore has taken over as the new voice actor . ''",1.0,82.0,94.0,146.0
MedCaus, The underground stem tuber is normally a short - lived storage and regenerative organ developing from a shoot that branches off a mature plant .,103.0,143.0,1.0,27.0
MedCaus, The Italians made caves in the rock and built fixed emplacements for the artillery so that they could keep control from the Valderoa Mount to Caprile hill .,1.0,83.0,92.0,155.0
MedCaus," In developed areas , these are used for rapid response in an emergency as they can travel through heavy traffic much faster than a car or van . ''",72.0,138.0,20.0,61.0
MedCaus," These sites are located on the interior surface of the rings , so that the target protein must enter the central pore before it is degraded .",1.0,61.0,72.0,140.0
MedCaus," Amylase , also secreted by the pancreas , breaks down starch -LRB- amylum -RRB- and other carbohydrates . ''",1.0,0.0,41.0,90.0
MedCaus," In tissues with high energetic demands , oxygen is rapidly consumed , which increases the concentration of H + and carbon dioxide . ''",40.0,59.0,71.0,115.0
MedCaus," Unlike other dangerous animals , moose are not territorial , and do not view humans as food , and will therefore usually not pursue humans if they simply run away .",34.0,92.0,114.0,163.0
MedCaus, This can improve their CTG monitoring so that the mother does not have to be monitored for as long .,1.0,38.0,47.0,99.0
MedCaus, Europium -LRB- II -RRB- reacts in a way similar to that of alkaline earth metals and therefore it can be precipitated as carbonate or is co - precipitated with barium sulfate .,25.0,81.0,96.0,175.0
MedCaus," This new passage then forms the main passage for the river and the ends of the bend become silted up , thus forming a bow - shaped lake . ''",1.0,98.0,104.0,131.0
MedCaus," That is , isomerization is not an irreversible reaction since a reaction vessel will contain one substrate and one product so the typical simplified model for calculating reaction kinetics does not hold .",63.0,203.0,11.0,56.0
MedCaus," While this intersection was initially near the geographic center of Tucson , that center has shifted as the city has expanded far to the east , development to the west being effectively blocked by the Tucson Mountains . ''",102.0,137.0,76.0,93.0
MedCaus," Preventing plaque formation is thought to enable a cell to rid itself of this otherwise toxic protein form and , thus , help prevent and maybe even treat the disease . ''",1.0,102.0,119.0,158.0
MedCaus, Also the incorporation of silica into cell walls is analogous to that of the role of lignin in that it is a compression - resistant structural component of cell walls ; so that plants with their cell walls impregnated with silica are thereby afforded a measure of protection against herbivory .,6.0,167.0,178.0,293.0
MedCaus," Electrical motor maintains the 200,000 rpm speed and provides consistent power so torque will be maintained .",1.0,79.0,83.0,108.0
MedCaus, One example is the '' '' bloom '' '' or great increase of phytoplankton in a water body as a response to increased levels of nutrients . '',92.0,115.0,26.0,75.0
MedCaus," In the APG III system , published in 2009 , Primulaceae is expanded to include Myrsinaceae , thus Anagallis is back in Primulaceae again .",45.0,91.0,99.0,137.0
MedCaus," In human alpha enolase , the two subunits are antiparallel in orientation so that Glu20 of one subunit forms an ionic bond with Arg414 of the other subunit . ''",1.0,62.0,78.0,148.0
MedCaus, There have been no published trials so treatment remains empirical .,1.0,36.0,40.0,67.0
MedCaus," As the fluid pushes the gears , it rotates them , allowing the fluid in the measurement chamber on side B to be released into the outlet port . ''",1.0,24.0,31.0,137.0
MedCaus," Without treatment , episodes of acute gout may develop into chronic gout with destruction of joint surfaces , joint deformity , and painless tophi . ''",1.0,8.0,19.0,99.0
MedCaus," Vultures eat the carcasses of livestock that have been administered veterinary diclofenac , and are poisoned by the accumulated chemical , as vultures do not have a particular enzyme to break down diclofenac . ''",140.0,197.0,93.0,128.0
MedCaus," Precursors of red cells , the proerythroblasts and basophilic erythroblasts also express erythropoietin receptor and are therefore affected by it .",1.0,113.0,132.0,146.0
MedCaus," Those that develop acute liver failure can still recover spontaneously , but may require transplantation if poor prognostic signs such as encephalopathy or coagulopathy is present -LRB- see King 's College Criteria -RRB- .",109.0,180.0,1.0,105.0
MedCaus, Individuals aim to avoid wasting energy so they invest only the energy that is required to complete the task .,1.0,40.0,44.0,109.0
MedCaus, The homogametic sex -LRB- females in humans -RRB- receive two of each sex chromosome and therefore need to be homozygous to show a recessive trait .,1.0,85.0,100.0,147.0
MedCaus," Wounds heal slowly , so symptoms possibly come and go over the course of a few months .",1.0,19.0,25.0,86.0
MedCaus, This cardiac arrest stops the flow of blood and thus stops the transport of oxygen to the brain .,1.0,44.0,54.0,96.0
